Mileage;Price;PowerPs;Owners;HuTest;FirstRegistration;Color;Automatic;CubicCapacity;EmptyWeight
200000;3500;197;6;0;2000;0;2;2.295;1.385
213332;3500;193;1;22;1998;0;2;2.295;0
130000;3500;136;1;0;1998;0;2;1.998;1.27
156000;3500;136;3;0;1997;0;2;1.998;1.27
200000;3500;163;0;0;1998;2;2;1.998;1.27
230000;3500;136;2;23;2000;0;2;1.998;0
184500;3500;136;0;23;1998;4;2;1.998;0
200000;3500;197;6;0;2000;0;2;2.295;1.385
213332;3500;193;1;22;1998;0;2;2.295;0
340000;3500;136;0;24;1999;3;2;1.998;1.27
130000;3500;136;1;0;1998;0;2;1.998;1.27
156000;3500;136;3;0;1997;0;2;1.998;1.27
200000;3500;163;0;0;1998;2;2;1.998;1.27
184500;3500;136;0;23;1998;4;2;1.998;0
200000;3500;197;6;0;2000;0;2;2.295;1.385
237000;3500;193;2;23;1998;4;2;0;0
213332;3500;193;1;22;1998;0;2;2.295;0
189460;3500;136;2;23;1999;3;2;1.998;1.27
156000;3500;136;3;0;1997;0;2;1.998;1.27
200000;3500;163;0;0;1998;2;2;1.998;1.27
230000;3500;136;0;23;2000;0;2;1.998;0
215000;3500;193;2;0;1999;3;2;2.295;1.325
126409;3500;193;2;19;2000;3;2;2.295;1.325
200000;3500;197;6;0;2000;0;2;2.295;1.385
180000;3500;136;0;0;1998;0;2;1.998;1.27
189460;3500;136;2;23;1999;3;2;1.998;1.27
156000;3500;136;3;0;1997;0;2;1.998;1.27
200000;3500;163;0;0;1998;2;2;1.998;1.27
215000;3500;193;2;0;1999;3;2;2.295;1.325
126409;3500;193;2;19;2000;3;2;2.295;1.325
200000;3500;197;6;0;2000;0;2;2.295;1.385
189460;3500;136;2;23;1999;3;2;1.998;1.27
156000;3500;136;3;0;1997;0;2;1.998;1.27
200000;3500;163;0;0;1998;2;2;1.998;1.27
230000;3500;136;0;23;2000;0;2;1.998;0
215000;3500;193;2;0;1999;3;2;2.295;1.325
126409;3500;193;2;19;2000;3;2;2.295;1.325
200000;3500;197;6;0;2000;0;2;2.295;1.385
156000;3500;136;3;0;1997;0;2;1.998;1.27
200000;3500;163;0;0;1998;2;2;1.998;1.27
199900;3500;163;0;21;2001;0;2;1.998;1.365
215000;3500;193;2;0;1999;3;2;2.295;1.325
126409;3500;193;2;19;2000;3;2;2.295;1.325
200000;3500;197;6;0;2000;0;2;2.295;1.385
189460;3500;136;2;23;1999;3;2;1.998;1.27
204000;3500;136;2;0;1998;0;2;1.998;1.27
156000;3500;136;3;0;1997;0;2;1.998;1.27
200000;3500;163;0;0;1998;2;2;1.998;1.27
193500;3500;163;0;21;2001;3;2;1.998;1.365
193500;3500;163;0;21;2001;3;2;1.998;1.365
174000;3500;163;3;22;2000;0;2;1.998;1.365
198849;3500;163;3;0;2002;0;2;1.998;1.365
215000;3500;193;2;0;1999;3;2;2.295;1.325
126409;3500;193;2;19;2000;3;2;2.295;1.325
207867;3500;197;0;23;2000;0;2;2.295;1.385
189460;3500;136;2;23;1999;3;2;1.998;1.27
156000;3500;136;3;0;1997;0;2;1.998;1.27
200000;3500;163;0;0;1998;2;2;1.998;1.27
174000;3500;163;3;22;2000;0;2;1.998;1.365
215000;3500;193;2;0;1999;3;2;2.295;1.325
126409;3500;193;2;19;2000;3;2;2.295;1.325
207867;3500;197;0;23;2000;0;2;2.295;1.385
95850;3500;193;0;22;1997;0;2;0;0
189460;3500;136;2;23;1999;3;2;1.998;1.27
156000;3500;136;3;0;1997;0;2;1.998;1.27
200000;3500;163;0;0;1998;2;2;1.998;1.27
174000;3500;163;3;22;2000;0;2;1.998;1.365
215000;3500;193;2;0;1999;3;2;2.295;1.325
126409;3500;193;2;19;2000;3;2;2.295;1.325
200000;3500;197;6;0;2000;0;2;2.295;1.385
95850;3500;193;0;22;1997;0;2;0;0
189460;3500;136;2;23;1999;3;2;1.998;1.27
156000;3500;136;3;0;1997;0;2;1.998;1.27
200000;3500;163;0;0;1998;2;2;1.998;1.27
174000;3500;163;3;22;2000;0;2;1.998;1.365
215000;3500;193;2;0;1999;3;2;2.295;1.325
126409;3500;193;2;19;2000;3;2;2.295;1.325
200000;3500;197;6;0;2000;0;2;2.295;1.385
217000;3499;136;0;0;1998;0;1;1.998;1.27
217000;3499;136;0;0;1998;0;1;1.998;1.27
217000;3499;136;0;0;1998;0;1;1.998;1.27
217000;3499;136;0;0;1998;0;1;1.998;1.27
160000;3499;163;0;22;2002;0;1;1.998;0
160000;3499;163;0;22;2002;0;1;1.998;0
160000;3499;163;0;22;2002;0;1;1.998;0
160000;3499;163;0;22;2002;0;1;1.998;0
217000;3499;136;0;0;1998;0;1;1.998;1.27
217000;3499;136;0;0;1998;0;1;1.998;1.27
217000;3499;136;0;0;1998;0;1;1.998;1.27
217000;3499;136;0;0;1998;0;1;1.998;1.27
200000;3499;136;0;0;1998;0;2;1.998;1.27
148658;3499;163;0;23;2000;0;2;1.998;1.365
215380;3499;197;2;23;2000;2;2;2.295;1.385
200000;3499;136;0;0;1998;0;2;1.998;1.27
215380;3499;197;2;23;2000;2;2;2.295;1.385
200000;3499;136;0;0;1998;0;2;1.998;1.27
215380;3499;197;2;23;2000;2;2;2.295;1.385
200000;3499;136;0;0;1998;0;2;1.998;1.27
215380;3499;197;2;23;2000;2;2;2.295;1.385
200000;3499;136;0;0;1998;0;2;1.998;1.27
200000;3499;136;0;0;1998;0;2;1.998;1.27
166000;3490;136;1;23;1998;3;1;1.998;0
206950;3490;193;4;22;1999;0;1;2.295;0
206950;3490;193;4;22;1999;0;1;2.295;0
150000;3490;163;2;0;2000;0;1;1.998;1.365
150000;3490;163;2;0;2000;0;1;1.998;1.365
188000;3490;136;0;23;1997;2;1;1.998;0
194000;3490;136;3;23;1998;3;2;1.998;0
194000;3490;136;3;23;1998;3;2;1.998;0
194000;3490;136;3;23;1998;3;2;1.998;0
194000;3490;136;3;23;1998;3;2;1.998;0
194000;3490;136;3;23;1998;3;2;1.998;0
194000;3490;136;3;23;1998;3;2;1.998;0
194000;3490;136;3;23;1998;3;2;1.998;0
194000;3490;136;3;23;1998;3;2;1.998;0
191564;3450;193;1;23;1999;3;1;0;0
191564;3450;193;1;23;1999;3;1;0;0
188300;3450;163;3;23;2002;0;1;1.998;0
165500;3450;163;3;0;2001;1;2;1.998;1.365
165500;3450;163;3;0;2001;1;2;1.998;1.365
285329;3450;136;0;22;1999;1;2;1.998;0
285329;3450;136;0;22;1999;1;2;1.998;0
285329;3450;136;0;22;1999;1;2;1.998;0
196200;3400;163;0;0;2000;4;1;1.998;1.365
196200;3400;163;0;0;2000;4;1;1.998;1.365
214000;3400;163;0;0;2003;0;2;1.998;1.365
142864;3399;163;0;23;2001;0;2;1.998;0
142864;3399;163;0;23;2001;0;2;1.998;0
142864;3399;163;0;23;2001;0;2;1.998;0
142864;3399;163;0;23;2001;0;2;1.998;0
162000;3390;193;2;0;2000;0;1;2.295;1.385
162000;3390;193;2;0;2000;0;1;2.295;1.385
204000;3390;197;0;0;2000;3;2;2.295;0
186000;3390;163;0;0;2000;3;2;1.998;0
186000;3390;163;0;0;2000;3;2;1.998;0
154990;3350;136;3;0;1998;3;1;1.998;0
154990;3350;136;3;0;1998;3;1;1.998;0
154990;3350;136;3;0;1998;3;1;1.998;0
195258;3350;197;2;19;2000;0;2;2.295;1.385
195258;3350;197;2;19;2000;0;2;2.295;1.385
171500;3350;136;2;22;1998;0;2;1.998;1.27
195258;3350;197;2;19;2000;0;2;2.295;1.385
171500;3350;136;2;22;1998;0;2;1.998;1.27
195258;3350;197;2;19;2000;0;2;2.295;1.385
195258;3350;197;2;19;2000;0;2;2.295;1.385
195258;3350;197;2;19;2000;0;2;2.295;1.385
195258;3350;197;2;19;2000;0;2;2.295;1.385
195258;3350;197;2;19;2000;0;2;2.295;1.385
195258;3350;197;2;19;2000;0;2;2.295;1.385
195258;3350;197;2;19;2000;0;2;2.295;1.385
195258;3350;197;2;19;2000;0;2;2.295;1.385
195258;3350;197;2;19;2000;0;2;2.295;1.385
195258;3350;197;2;19;2000;0;2;2.295;1.385
186320;3333;193;0;23;1998;2;1;2.295;0
186320;3333;193;0;23;1998;2;1;2.295;0
186320;3333;193;0;23;1998;2;1;2.295;0
186320;3333;193;0;23;1998;2;1;2.295;0
250000;3300;197;3;23;2004;0;1;2.295;1.385
250000;3300;197;3;23;2004;0;1;2.295;1.385
250000;3300;197;3;23;2004;0;1;2.295;1.385
183500;3300;136;0;23;1999;0;2;1.998;1.27
230600;3300;136;4;0;1998;0;2;1.998;1.27
225600;3300;193;2;22;1997;3;2;2.295;1.325
145000;3300;193;1;0;1999;0;2;2.295;1.325
145000;3300;193;1;0;1999;0;2;2.295;1.325
183500;3300;136;0;23;1999;0;2;1.998;1.27
230600;3300;136;4;0;1998;0;2;1.998;1.27
130000;3300;163;4;23;2002;3;2;1.998;1.365
211645;3300;163;2;21;2002;0;2;1.998;1.365
225600;3300;193;2;22;1997;3;2;2.295;1.325
145000;3300;193;1;0;1999;0;2;2.295;1.325
145000;3300;193;1;0;1999;0;2;2.295;1.325
183500;3300;136;0;23;1999;0;2;1.998;1.27
130000;3300;163;4;23;2002;3;2;1.998;1.365
225600;3300;193;2;22;1997;3;2;2.295;1.325
145000;3300;193;1;0;1999;0;2;2.295;1.325
145000;3300;193;1;0;1999;0;2;2.295;1.325
183500;3300;136;0;23;1999;0;2;1.998;1.27
225600;3300;193;2;22;1997;3;2;2.295;1.325
145000;3300;193;1;0;1999;0;2;2.295;1.325
145000;3300;193;1;0;1999;0;2;2.295;1.325
230000;3300;136;2;23;2000;0;2;1.998;0
248000;3300;193;2;22;1999;3;2;2.295;1.325
230000;3300;136;2;23;2000;0;2;1.998;0
248000;3300;193;2;22;1999;3;2;2.295;1.325
248000;3300;193;2;22;1999;3;2;2.295;1.325
248000;3300;193;2;22;1999;3;2;2.295;1.325
240400;3300;193;2;23;1998;3;2;2.295;1.325
240400;3300;193;2;23;1998;3;2;2.295;1.325
240400;3300;193;2;23;1998;3;2;2.295;1.325
230000;3300;136;2;23;2000;0;2;1.998;0
94049;3300;136;5;23;2000;0;2;1.998;1.27
230000;3300;136;0;23;2000;0;2;1.998;0
240400;3300;193;2;23;1998;3;2;2.295;1.325
230000;3300;136;0;23;2000;0;2;1.998;0
225600;3300;193;2;22;1997;3;2;2.295;1.325
145000;3300;193;1;0;1999;0;2;2.295;1.325
145000;3300;193;1;0;1999;0;2;2.295;1.325
225600;3300;193;2;22;1997;3;2;2.295;1.325
225600;3300;193;2;22;1997;3;2;2.295;1.325
94049;3300;136;5;23;2000;0;2;1.998;1.27
230000;3300;136;0;23;2000;0;2;1.998;0
168300;3299;163;0;23;2001;3;1;1.998;0
168300;3299;163;0;23;2001;3;1;1.998;0
168300;3299;163;0;23;2001;3;1;1.998;0
168300;3299;163;0;23;2001;3;1;1.998;0
168300;3299;163;0;23;2001;3;1;1.998;0
168300;3299;163;0;23;2001;3;1;1.998;0
168300;3299;163;0;23;2001;3;1;1.998;0
168300;3299;163;0;23;2001;3;1;1.998;0
168300;3299;163;0;23;2001;3;1;1.998;0
168300;3299;163;0;23;2001;3;1;1.998;0
142864;3299;163;0;23;2001;0;2;1.998;0
142864;3299;163;0;23;2001;0;2;1.998;0
142864;3299;163;0;23;2001;0;2;1.998;0
142864;3299;163;0;23;2001;0;2;1.998;0
199000;3290;193;2;23;1999;0;1;2.295;1.325
199000;3290;193;2;23;1999;0;1;2.295;1.325
186000;3290;163;0;0;2000;3;2;1.998;0
154990;3250;136;3;0;1998;3;1;1.998;0
154990;3250;136;3;0;1998;3;1;1.998;0
154990;3250;136;3;0;1998;3;1;1.998;0
154990;3250;136;3;0;1998;3;1;1.998;0
154990;3250;136;3;0;1998;3;1;1.998;0
154990;3250;136;3;0;1998;3;1;1.998;0
225000;3250;163;0;22;2004;0;1;1.998;0
223705;3250;163;0;22;2001;4;1;1.998;1.385
172169;3250;193;0;23;1998;0;1;2.295;0
285329;3250;136;0;22;1999;1;2;1.998;0
225000;3250;136;2;23;1997;0;2;1.998;1.27
221000;3250;136;2;0;1997;0;2;1.998;1.27
285329;3250;136;0;22;1999;1;2;1.998;0
225000;3250;136;2;23;1997;0;2;1.998;1.27
221000;3250;136;2;0;1997;0;2;1.998;1.27
285329;3250;136;0;22;1999;1;2;1.998;0
225000;3250;136;2;23;1997;0;2;1.998;1.27
221000;3250;136;2;0;1997;0;2;1.998;1.27
285329;3250;136;0;22;1999;1;2;1.998;0
225000;3250;136;2;23;1997;0;2;1.998;1.27
221000;3250;136;2;0;1997;0;2;1.998;1.27
285329;3250;136;0;22;1999;1;2;1.998;0
285329;3250;136;0;22;1999;1;2;1.998;0
285329;3250;136;0;22;1999;1;2;1.998;0
285329;3250;136;0;22;1999;1;2;1.998;0
285329;3250;136;0;22;1999;1;2;1.998;0
285329;3250;136;0;22;1999;1;2;1.998;0
285329;3250;136;0;22;1999;1;2;1.998;0
198849;3250;163;3;0;2002;0;2;1.998;1.365
285329;3250;136;0;22;1999;1;2;1.998;0
285329;3250;136;0;22;1999;1;2;1.998;0
285329;3250;136;0;22;1999;1;2;1.998;0
285329;3250;136;0;22;1999;1;2;1.998;0
204000;3200;193;0;23;2000;0;1;2.295;1.325
162000;3200;193;0;0;1999;5;1;0;0
162000;3200;193;0;0;1999;5;1;0;0
204000;3200;193;0;23;2000;0;1;2.295;1.325
162000;3200;193;0;0;1999;5;1;0;0
204000;3200;193;0;23;2000;0;1;2.295;1.325
162000;3200;193;0;0;1999;5;1;0;0
162000;3200;193;0;0;1999;5;1;0;0
162000;3200;193;0;0;1999;5;1;0;0
340000;3200;136;3;23;1997;0;2;1.998;1.27
299000;3200;163;0;23;2001;5;2;1.998;1.365
238110;3200;193;0;23;1997;0;2;2.295;1.325
340000;3200;136;3;23;1997;0;2;1.998;1.27
299000;3200;163;0;23;2001;5;2;1.998;1.365
238110;3200;193;0;23;1997;0;2;2.295;1.325
340000;3200;136;3;23;1997;0;2;1.998;1.27
190000;3200;163;0;0;2000;3;2;1.998;1.365
214000;3200;163;0;0;2003;0;2;1.998;1.365
299000;3200;163;0;23;2001;5;2;1.998;1.365
238110;3200;193;0;23;1997;0;2;2.295;1.325
340000;3200;136;3;23;1997;0;2;1.998;1.27
190000;3200;163;0;0;2000;3;2;1.998;1.365
214000;3200;163;0;0;2003;0;2;1.998;1.365
299000;3200;163;0;23;2001;5;2;1.998;1.365
238110;3200;193;0;23;1997;0;2;2.295;1.325
340000;3200;136;3;23;1997;0;2;1.998;1.27
200000;3200;136;0;23;1999;3;2;1.998;1.27
190000;3200;163;0;0;2000;3;2;1.998;1.365
299000;3200;163;0;23;2001;5;2;1.998;1.365
340000;3200;136;3;23;1997;0;2;1.998;1.27
200000;3200;136;0;23;1999;3;2;1.998;1.27
299000;3200;163;0;23;2001;5;2;1.998;1.365
340000;3200;136;3;23;1997;0;2;1.998;1.27
200000;3200;136;0;23;1999;3;2;1.998;1.27
299000;3200;163;0;23;2001;5;2;1.998;1.365
340000;3200;136;3;23;1997;0;2;1.998;1.27
200000;3200;136;0;23;1999;3;2;1.998;1.27
299000;3200;163;0;23;2001;5;2;1.998;1.365
340000;3200;136;3;23;1997;0;2;1.998;1.27
190000;3200;163;0;0;2000;3;2;1.998;1.365
299000;3200;163;0;23;2001;5;2;1.998;1.365
237000;3200;193;2;23;1998;4;2;0;0
238110;3200;193;0;23;1997;0;2;2.295;1.325
340000;3200;136;3;23;1997;0;2;1.998;1.27
190000;3200;163;0;0;2000;3;2;1.998;1.365
299000;3200;163;0;23;2001;5;2;1.998;1.365
237000;3200;193;2;23;1998;4;2;0;0
238110;3200;193;0;23;1997;0;2;2.295;1.325
340000;3200;136;3;23;1997;0;2;1.998;1.27
190000;3200;163;0;0;2000;3;2;1.998;1.365
299000;3200;163;0;23;2001;5;2;1.998;1.365
237000;3200;193;2;23;1998;4;2;0;0
238110;3200;193;0;23;1997;0;2;2.295;1.325
340000;3200;136;3;23;1997;0;2;1.998;1.27
190000;3200;163;0;0;2000;3;2;1.998;1.365
299000;3200;163;0;23;2001;5;2;1.998;1.365
238110;3200;193;0;23;1997;0;2;2.295;1.325
340000;3200;136;3;23;1997;0;2;1.998;1.27
190000;3200;163;0;0;2000;3;2;1.998;1.365
198849;3200;163;3;0;2002;0;2;1.998;1.365
198849;3200;163;3;0;2002;0;2;1.998;1.365
299000;3200;163;0;23;2001;5;2;1.998;1.365
238110;3200;193;0;23;1997;0;2;2.295;1.325
340000;3200;136;3;23;1997;0;2;1.998;1.27
190000;3200;163;0;0;2000;3;2;1.998;1.365
198849;3200;163;3;0;2002;0;2;1.998;1.365
198849;3200;163;3;0;2002;0;2;1.998;1.365
299000;3200;163;0;23;2001;5;2;1.998;1.365
238110;3200;193;0;23;1997;0;2;2.295;1.325
340000;3200;136;3;23;1997;0;2;1.998;1.27
190000;3200;163;0;0;2000;3;2;1.998;1.365
198849;3200;163;3;0;2002;0;2;1.998;1.365
198849;3200;163;3;0;2002;0;2;1.998;1.365
299000;3200;163;0;23;2001;5;2;1.998;1.365
238110;3200;193;0;23;1997;0;2;2.295;1.325
340000;3200;136;3;23;1997;0;2;1.998;1.27
190000;3200;163;0;0;2000;3;2;1.998;1.365
299000;3200;163;0;23;2001;5;2;1.998;1.365
237000;3200;193;2;23;1998;4;2;0;0
238110;3200;193;0;23;1997;0;2;2.295;1.325
340000;3200;136;3;23;1997;0;2;1.998;1.27
190000;3200;163;0;0;2000;3;2;1.998;1.365
214000;3200;163;0;0;2003;0;2;1.998;1.365
299000;3200;163;0;23;2001;5;2;1.998;1.365
238110;3200;193;0;23;1997;0;2;2.295;1.325
299000;3200;163;0;23;2001;5;2;1.998;1.365
340000;3200;136;3;23;1997;0;2;1.998;1.27
190000;3200;163;0;0;2000;3;2;1.998;1.365
214000;3200;163;0;0;2003;0;2;1.998;1.365
198849;3200;163;3;0;2002;0;2;1.998;1.365
299000;3200;163;0;23;2001;5;2;1.998;1.365
230000;3200;136;0;23;2000;0;2;1.998;0
238110;3200;193;0;23;1997;0;2;2.295;1.325
340000;3200;136;3;23;1997;0;2;1.998;1.27
190000;3200;163;0;0;2000;3;2;1.998;1.365
214000;3200;163;0;0;2003;0;2;1.998;1.365
198849;3200;163;3;0;2002;0;2;1.998;1.365
230000;3200;136;0;23;2000;0;2;1.998;0
238110;3200;193;0;23;1997;0;2;2.295;1.325
340000;3200;136;3;23;1997;0;2;1.998;1.27
190000;3200;163;0;0;2000;3;2;1.998;1.365
214000;3200;163;0;0;2003;0;2;1.998;1.365
198849;3200;163;3;0;2002;0;2;1.998;1.365
198849;3200;163;3;0;2002;0;2;1.998;1.365
299000;3200;163;0;23;2001;5;2;1.998;1.365
238110;3200;193;0;23;1997;0;2;2.295;1.325
109000;3100;136;0;0;1997;1;1;1.998;1.27
235000;3100;193;0;0;1996;4;2;2.295;1.325
235000;3100;193;0;0;1996;4;2;2.295;1.325
235000;3100;193;0;0;1996;4;2;2.295;1.325
235000;3100;193;0;0;1996;4;2;2.295;1.325
235000;3100;193;0;0;1996;4;2;2.295;1.325
235000;3100;193;0;0;1996;4;2;2.295;1.325
273965;3000;193;7;21;1997;0;1;2.295;0
273965;3000;193;7;21;1997;0;1;2.295;0
273965;3000;193;7;21;1997;0;1;2.295;0
273965;3000;193;7;21;1997;0;1;2.295;0
220000;3000;163;2;21;2002;3;1;1.998;1.365
220000;3000;163;2;21;2002;3;1;1.998;1.365
220000;3000;163;2;21;2002;3;1;1.998;1.365
220000;3000;163;2;21;2002;3;1;1.998;1.365
220000;3000;163;2;21;2002;3;1;1.998;1.365
220000;3000;163;2;21;2002;3;1;1.998;1.365
220000;3000;163;2;21;2002;3;1;1.998;1.365
273965;3000;193;7;21;1997;0;1;2.295;0
273965;3000;193;7;21;1997;0;1;2.295;0
273965;3000;193;7;21;1997;0;1;2.295;0
273965;3000;193;7;21;1997;0;1;2.295;0
273965;3000;193;7;21;1997;0;1;2.295;0
273965;3000;193;7;21;1997;0;1;2.295;0
273965;3000;193;7;21;1997;0;1;2.295;0
273965;3000;193;7;21;1997;0;1;2.295;0
209000;3000;163;0;23;2002;0;2;1.998;1.365
198849;3000;163;3;0;2002;0;2;1.998;1.365
209000;3000;163;0;23;2002;0;2;1.998;1.365
198849;3000;163;3;0;2002;0;2;1.998;1.365
209000;3000;163;0;23;2002;0;2;1.998;1.365
209000;3000;163;0;23;2002;0;2;1.998;1.365
95850;3000;193;0;22;1997;0;2;0;0
198849;3000;163;3;0;2002;0;2;1.998;1.365
198849;3000;163;3;0;2002;0;2;1.998;1.365
198849;3000;163;3;0;2002;0;2;1.998;1.365
214000;3000;163;0;0;2003;0;2;1.998;1.365
95850;3000;193;0;22;1997;0;2;0;0
95850;3000;193;0;22;1997;0;2;0;0
95850;3000;193;0;22;1997;0;2;0;0
95850;3000;193;0;22;1997;0;2;0;0
256000;3000;193;0;23;1999;0;2;2.295;1.325
220000;3000;197;0;22;2000;0;2;2.295;1.385
220000;3000;197;0;22;2000;0;2;2.295;1.385
220000;3000;197;0;22;2000;0;2;2.295;1.385
220000;3000;197;0;22;2000;0;2;2.295;1.385
162000;2999;193;2;0;2000;0;1;2.295;1.385
168000;2999;193;0;23;1997;3;1;2.295;0
210000;2999;163;0;22;2003;3;1;1.998;1.365
162000;2999;193;2;0;2000;0;1;2.295;1.385
168000;2999;193;0;23;1997;3;1;2.295;0
210000;2999;163;0;22;2003;3;1;1.998;1.365
162000;2999;193;2;0;2000;0;1;2.295;1.385
168000;2999;193;0;23;1997;3;1;2.295;0
162000;2999;193;2;0;2000;0;1;2.295;1.385
168000;2999;193;0;23;1997;3;1;2.295;0
225000;2999;163;0;22;2004;0;1;1.998;0
204000;2999;193;0;23;2000;0;1;2.295;1.325
191000;2999;193;0;0;1999;4;1;2.295;0
225000;2999;163;0;22;2004;0;1;1.998;0
204000;2999;193;0;23;2000;0;1;2.295;1.325
191000;2999;193;0;0;1999;4;1;2.295;0
225000;2999;163;0;22;2004;0;1;1.998;0
204000;2999;193;0;23;2000;0;1;2.295;1.325
191000;2999;193;0;0;1999;4;1;2.295;0
225000;2999;163;0;22;2004;0;1;1.998;0
204000;2999;193;0;23;2000;0;1;2.295;1.325
191000;2999;193;0;0;1999;4;1;2.295;0
176127;2999;136;0;22;1999;4;1;1.998;0
225000;2999;163;0;22;2004;0;1;1.998;0
204000;2999;193;0;23;2000;0;1;2.295;1.325
191000;2999;193;0;0;1999;4;1;2.295;0
225000;2999;163;0;22;2004;0;1;1.998;0
204000;2999;193;0;23;2000;0;1;2.295;1.325
191000;2999;193;0;0;1999;4;1;2.295;0
225000;2999;163;0;22;2004;0;1;1.998;0
204000;2999;193;0;23;2000;0;1;2.295;1.325
191000;2999;193;0;0;1999;4;1;2.295;0
225000;2999;163;0;22;2004;0;1;1.998;0
204000;2999;193;0;23;2000;0;1;2.295;1.325
191000;2999;193;0;0;1999;4;1;2.295;0
204000;2999;193;0;23;2000;0;1;2.295;1.325
168000;2999;193;0;23;1997;3;1;2.295;0
204000;2999;193;0;23;2000;0;1;2.295;1.325
168000;2999;193;0;23;1997;3;1;2.295;0
204000;2999;193;0;23;2000;0;1;2.295;1.325
168000;2999;193;0;23;1997;3;1;2.295;0
204000;2999;193;0;23;2000;0;1;2.295;1.325
191000;2999;193;0;0;1999;4;1;2.295;0
177000;2999;136;1;0;1999;4;1;1.998;0
162000;2999;193;2;0;2000;0;1;2.295;1.385
168000;2999;193;0;23;1997;3;1;2.295;0
177000;2999;136;1;0;1999;4;1;1.998;0
168000;2999;193;0;23;1997;3;1;2.295;0
177000;2999;136;1;0;1999;4;1;1.998;0
204000;2999;193;0;23;2000;0;1;2.295;1.325
168000;2999;193;0;23;1997;3;1;2.295;0
204000;2999;193;0;23;2000;0;1;2.295;1.325
168000;2999;193;0;23;1997;3;1;2.295;0
181000;2999;163;0;22;2001;0;2;1.998;1.365
189999;2999;193;3;22;1999;0;2;2.295;0
189999;2999;193;3;22;1999;0;2;2.295;0
199900;2999;163;0;21;2001;0;2;1.998;1.365
190000;2999;136;0;23;1999;0;2;1.998;0
334216;2999;193;0;23;1997;4;2;2.295;0
199900;2999;163;0;21;2001;0;2;1.998;1.365
190000;2999;136;0;23;1999;0;2;1.998;0
334216;2999;193;0;23;1997;4;2;2.295;0
199900;2999;163;0;21;2001;0;2;1.998;1.365
190000;2999;136;0;23;1999;0;2;1.998;0
334216;2999;193;0;23;1997;4;2;2.295;0
199900;2999;163;0;21;2001;0;2;1.998;1.365
190000;2999;136;0;23;1999;0;2;1.998;0
334216;2999;193;0;23;1997;4;2;2.295;0
199900;2999;163;0;21;2001;0;2;1.998;1.365
190000;2999;136;0;23;1999;0;2;1.998;0
334216;2999;193;0;23;1997;4;2;2.295;0
199900;2999;163;0;21;2001;0;2;1.998;1.365
190000;2999;136;0;23;1999;0;2;1.998;0
180000;2999;193;0;0;1997;0;2;2.295;1.325
334216;2999;193;0;23;1997;4;2;2.295;0
199900;2999;163;0;21;2001;0;2;1.998;1.365
190000;2999;136;0;23;1999;0;2;1.998;0
180000;2999;193;0;0;1997;0;2;2.295;1.325
334216;2999;193;0;23;1997;4;2;2.295;0
199900;2999;163;0;21;2001;0;2;1.998;1.365
190000;2999;136;0;23;1999;0;2;1.998;0
180000;2999;193;0;0;1997;0;2;2.295;1.325
334216;2999;193;0;23;1997;4;2;2.295;0
254928;2999;136;3;0;1997;1;2;1.998;0
334216;2999;193;0;23;1997;4;2;2.295;0
223321;2999;193;4;0;1997;4;2;2.295;0
223321;2999;193;4;0;1997;4;2;2.295;0
161420;2990;197;2;0;2002;1;1;2.295;1.385
258000;2990;197;0;0;2000;4;1;2.295;1.385
161420;2990;197;2;0;2002;1;1;2.295;1.385
258000;2990;197;0;0;2000;4;1;2.295;1.385
161420;2990;197;2;0;2002;1;1;2.295;1.385
161420;2990;197;2;0;2002;1;1;2.295;1.385
206950;2990;193;4;22;1999;0;1;2.295;0
161420;2990;197;2;0;2002;1;1;2.295;1.385
258000;2990;197;0;0;2000;4;1;2.295;1.385
161420;2990;197;2;0;2002;1;1;2.295;1.385
258000;2990;197;0;0;2000;4;1;2.295;1.385
161420;2990;197;2;0;2002;1;1;2.295;1.385
258000;2990;197;0;0;2000;4;1;2.295;1.385
187000;2990;136;2;22;1999;2;1;0;0
161000;2990;193;3;22;1999;0;1;2.295;1.325
187000;2990;136;2;22;1999;2;1;0;0
161000;2990;193;3;22;1999;0;1;2.295;1.325
161000;2990;193;3;22;1999;0;1;2.295;1.325
206950;2990;193;4;22;1999;0;1;2.295;0
206950;2990;193;4;22;1999;0;1;2.295;0
161000;2990;193;3;22;1999;0;1;2.295;1.325
161000;2990;193;3;22;1999;0;1;2.295;1.325
161000;2990;193;3;22;1999;0;1;2.295;1.325
187000;2990;136;2;22;1999;2;1;0;0
161000;2990;193;3;22;1999;0;1;2.295;1.325
207000;2990;136;0;23;1997;0;2;1.998;0
100000;2990;193;0;0;1999;0;2;2.295;1.325
100000;2990;193;0;0;1999;0;2;2.295;1.325
204000;2990;197;0;0;2000;3;2;2.295;0
184500;2990;163;0;22;2001;3;2;1.998;1.365
204000;2990;197;0;0;2000;3;2;2.295;0
184500;2990;163;0;22;2001;3;2;1.998;1.365
261028;2990;136;0;22;1999;0;2;1.998;0
212000;2990;136;2;0;1998;2;2;1.998;0
276258;2990;193;3;23;1998;0;2;0;0
261028;2990;136;0;22;1999;0;2;1.998;0
212000;2990;136;2;0;1998;2;2;1.998;0
276258;2990;193;3;23;1998;0;2;0;0
261028;2990;136;0;22;1999;0;2;1.998;0
212000;2990;136;2;0;1998;2;2;1.998;0
276258;2990;193;3;23;1998;0;2;0;0
